,experiment_setting_keys,experiment_setting_values,round,room,batch,timestamp,title,tree_tag,player_uuids,player_types,avatar_shapes,avatar_colors,adjacency_matrix,idnum_label_map,perspective_of_player,final_node,tree_status,players_abdicated,durations,cumulative_payoffs_tree,cumulative_payoffs_experiment,choice_type_,choice_type_A,choice_type_B,choice_type_BA,choice_type_BB,choice_type_BBA,choice_type_BBB,probability_,probability_A,probability_B,probability_BA,probability_BB,probability_BBA,probability_BBB,positionxy_,positionxy_A,positionxy_B,positionxy_BA,positionxy_BB,positionxy_BBA,positionxy_BBB,info_set_,info_set_A,info_set_B,info_set_BA,info_set_BB,info_set_BBA,info_set_BBB,time_,time_A,time_B,time_BA,time_BB,time_BBA,time_BBB,beliefs_,beliefs_A,beliefs_B,beliefs_BA,beliefs_BB,beliefs_BBA,beliefs_BBB,options_,options_A,options_B,options_BA,options_BB,options_BBA,options_BBB,payoffs__p0,payoffs__p1,payoffs_A_p0,payoffs_A_p1,payoffs_B_p0,payoffs_B_p1,payoffs_BA_p0,payoffs_BA_p1,payoffs_BB_p0,payoffs_BB_p1,payoffs_BBA_p0,payoffs_BBA_p1,payoffs_BBB_p0,payoffs_BBB_p1,choice__p0,choice__p1,choice_A_p0,choice_A_p1,choice_B_p0,choice_B_p1,choice_BA_p0,choice_BA_p1,choice_BB_p0,choice_BB_p1,choice_BBA_p0,choice_BBA_p1,choice_BBB_p0,choice_BBB_p1,prediction__p0,prediction__p1,prediction_A_p0,prediction_A_p1,prediction_B_p0,prediction_B_p1,prediction_BA_p0,prediction_BA_p1,prediction_BB_p0,prediction_BB_p1,prediction_BBA_p0,prediction_BBA_p1,prediction_BBB_p0,prediction_BBB_p1,choice_data__p0,choice_data__p1,choice_data_A_p0,choice_data_A_p1,choice_data_B_p0,choice_data_B_p1,choice_data_BA_p0,choice_data_BA_p1,choice_data_BB_p0,choice_data_BB_p1,choice_data_BBA_p0,choice_data_BBA_p1,choice_data_BBB_p0,choice_data_BBB_p1,prediction_data__p0,prediction_data__p1,prediction_data_A_p0,prediction_data_A_p1,prediction_data_B_p0,prediction_data_B_p1,prediction_data_BA_p0,prediction_data_BA_p1,prediction_data_BB_p0,prediction_data_BB_p1,prediction_data_BBA_p0,prediction_data_BBA_p1,prediction_data_BBB_p0,prediction_data_BBB_p1
1731,,,14,1,1712182350,1712182350,ToM+SMSS-3412-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['1669315b-15d9-4efc-8f62-ab4260ae354d', '4fbd473a-9cb6-4b11-9bfe-3d84fed7a7a2']","['participant', 'robot']","['dodecagon', 'dodecagon']","['hsla(86, 94%, 54%, 1.0)', 'hsla(174, 50%, 42%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[3, 3]","[83, 77]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,3,0,0,4,2,0,0,1,1,2,4,A,,,,,,,,,,,,,,,A,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 3.442232131958008, 'rtimeup': 3.442232131958008}",,,,,,,,,,,,,,,"{'rtype': 'd', 'rtimedn': 3.213, 'rtimeup': 4.673}",,,,,,,,,,,,
1732,,,14,2,1712182355,1712182355,ToM+SMSS-3412-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['8cb2850f-744c-4e0c-ac9f-74b4704ef0b7', '9e038aef-e637-4c60-a206-9dbf4d594786']","['participant', 'robot']","['jagged-sun', 'bowtie']","['hsla(91, 74%, 54%, 1.0)', 'hsla(59, 65%, 56%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[3, 3]","[87, 92]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,3,0,0,4,2,0,0,1,1,2,4,A,,,,,,,,,,,,,,,A,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 8.442232131958008, 'rtimeup': 8.442232131958008}",,,,,,,,,,,,,,,"{'rtype': 'd', 'rtimedn': 7.669, 'rtimeup': 9.024}",,,,,,,,,,,,
1733,,,14,3,1712182354,1712182354,ToM+SMSS-3412-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['fb182146-8ff2-4736-bc1f-66545a2ff4ee', 'a4373ad4-dfd4-4d23-b8d1-28ead6e7a1c0']","['participant', 'robot']","['moon', 'cross']","['hsla(315, 89%, 63%, 1.0)', 'hsla(336, 94%, 45%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[3, 3]","[63, 87]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,3,0,0,4,2,0,0,1,1,2,4,A,,,,,,,,,,,,,,,A,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 6.442232131958008, 'rtimeup': 6.442232131958008}",,,,,,,,,,,,,,,"{'rtype': 'd', 'rtimedn': 4.526, 'rtimeup': 4.944}",,,,,,,,,,,,
1734,,,14,4,1712182355,1712182355,ToM+SMSS-3412-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['a46ddece-4195-4705-bc45-1ce0b65053b7', 'bbbbbae1-3796-4aa6-93fb-7b5ee28ce3b5']","['participant', 'robot']","['bowtie', 'flame']","['hsla(63, 53%, 57%, 1.0)', 'hsla(63, 90%, 35%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[3, 3]","[92, 90]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,3,0,0,4,2,0,0,1,1,2,4,A,,,,,,,,,,,,,,,A,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 7.442232131958008, 'rtimeup': 7.442232131958008}",,,,,,,,,,,,,,,"{'rtype': 'd', 'rtimedn': 0.434, 'rtimeup': 2.216}",,,,,,,,,,,,
1735,,,14,5,1712182352,1712182352,ToM+SMSS-3412-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['eca70738-b792-433c-b337-32196d839036', 'b2e6a71f-1a2c-497c-b599-a59f33168174']","['participant', 'robot']","['hexagon', 'dodecagon']","['hsla(53, 88%, 42%, 1.0)', 'hsla(200, 66%, 36%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[3, 3]","[78, 89]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,3,0,0,4,2,0,0,1,1,2,4,A,,,,,,,,,,,,,,,A,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 5.442232131958008, 'rtimeup': 5.442232131958008}",,,,,,,,,,,,,,,"{'rtype': 'a', 'rtimedn': 3.593, 'rtimeup': 3.912}",,,,,,,,,,,,
1736,,,14,6,1712182361,1712182361,ToM+SMSS-3412-3214,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['750ca11b-edda-479c-b15e-eeb69e7e30f7', 'c038353c-5f7b-4d2e-b894-81a04f8a9b9a']","['participant', 'robot']","['stop-sign', 'two-triangle']","['hsla(126, 96%, 46%, 1.0)', 'hsla(32, 98%, 46%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[3, 3]","[72, 94]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,3,0,0,4,2,0,0,1,1,2,4,A,,,,,,,,,,,,,,,A,,,,,,,,,,,,,"{'rtype': None, 'rtimedn': 14.12433910369873, 'rtimeup': 14.12433910369873}",,,,,,,,,,,,,,,"{'rtype': 'a', 'rtimedn': 6.341, 'rtimeup': 7.209}",,,,,,,,,,,,
1737,,,15,0,1712182373,1712182373,ToM+SSSM-2143-1324,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['211f3998-3540-468e-8aa5-4ea253a93994', '51a921c9-dda0-451d-9947-1040ff9b8735']","['participant', 'robot']","['stop-sign', 'two-triangle']","['hsla(208, 68%, 47%, 1.0)', 'hsla(155, 79%, 57%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 288, 'min': 288, 'avg': 280.0, 'root': 17}","[1, 3]","[79, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[258, 266]","[258, 270]","[270, 278]","[270, 280]","[280, 288]","[280, 288]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,1,0,0,1,3,0,0,4,2,3,4,B,,,,,BA,,,,,,,,,,A,,,BB,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 8.062565326690674, 'rtimeup': 8.062565326690674}",,,,,"{'rtype': 'd', 'rtimedn': 9.172, 'rtimeup': 9.762}",,,,,,,,,,"{'rtype': 'd', 'rtimedn': 0.958, 'rtimeup': 1.757}",,,"{'rtype': 'select-node', 'rtimedn': 9.062565326690674, 'rtimeup': 9.062565326690674}",,,,,,,,,
1738,,,15,1,1712182370,1712182370,ToM+SSSM-2143-1324,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['1669315b-15d9-4efc-8f62-ab4260ae354d', '4fbd473a-9cb6-4b11-9bfe-3d84fed7a7a2']","['participant', 'robot']","['dodecagon', 'dodecagon']","['hsla(86, 94%, 54%, 1.0)', 'hsla(174, 50%, 42%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 318, 'min': 318, 'avg': 310.0, 'root': 17}","[1, 3]","[83, 77]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[288, 296]","[288, 300]","[300, 308]","[300, 310]","[310, 318]","[310, 318]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,1,0,0,1,3,0,0,4,2,3,4,B,,,,,BA,,,,,,,,,,A,,,BB,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 4.062565326690674, 'rtimeup': 4.062565326690674}",,,,,"{'rtype': 'd', 'rtimedn': 3.583, 'rtimeup': 5.128}",,,,,,,,,,"{'rtype': 'a', 'rtimedn': 1.442, 'rtimeup': 2.673}",,,"{'rtype': 'select-node', 'rtimedn': 5.062565326690674, 'rtimeup': 5.062565326690674}",,,,,,,,,
1739,,,15,2,1712182375,1712182375,ToM+SSSM-2143-1324,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['8cb2850f-744c-4e0c-ac9f-74b4704ef0b7', '9e038aef-e637-4c60-a206-9dbf4d594786']","['participant', 'robot']","['jagged-sun', 'bowtie']","['hsla(91, 74%, 54%, 1.0)', 'hsla(59, 65%, 56%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 292, 'min': 292, 'avg': 284.0, 'root': 17}","[1, 3]","[87, 92]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[262, 270]","[262, 274]","[274, 282]","[274, 284]","[284, 292]","[284, 292]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,1,0,0,1,3,0,0,4,2,3,4,B,,,,,BA,,,,,,,,,,A,,,BB,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 10.062565326690674, 'rtimeup': 10.062565326690674}",,,,,"{'rtype': 'd', 'rtimedn': 9.681, 'rtimeup': 10.616}",,,,,,,,,,"{'rtype': 'a', 'rtimedn': 2.507, 'rtimeup': 5.039}",,,"{'rtype': 'select-node', 'rtimedn': 11.062565326690674, 'rtimeup': 11.062565326690674}",,,,,,,,,
1740,,,15,3,1712182375,1712182375,ToM+SSSM-2143-1324,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['fb182146-8ff2-4736-bc1f-66545a2ff4ee', 'a4373ad4-dfd4-4d23-b8d1-28ead6e7a1c0']","['participant', 'robot']","['moon', 'cross']","['hsla(315, 89%, 63%, 1.0)', 'hsla(336, 94%, 45%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 272, 'min': 272, 'avg': 264.0, 'root': 17}","[1, 3]","[63, 87]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[242, 250]","[242, 254]","[254, 262]","[254, 264]","[264, 272]","[264, 272]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,1,0,0,1,3,0,0,4,2,3,4,B,,,,,BA,,,,,,,,,,A,,,BB,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 9.062565326690674, 'rtimeup': 9.062565326690674}",,,,,"{'rtype': 'd', 'rtimedn': 3.775, 'rtimeup': 4.54}",,,,,,,,,,"{'rtype': 'd', 'rtimedn': 1.394, 'rtimeup': 1.889}",,,"{'rtype': 'select-node', 'rtimedn': 11.062565326690674, 'rtimeup': 11.062565326690674}",,,,,,,,,
1741,,,15,4,1712182375,1712182375,ToM+SSSM-2143-1324,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['a46ddece-4195-4705-bc45-1ce0b65053b7', 'bbbbbae1-3796-4aa6-93fb-7b5ee28ce3b5']","['participant', 'robot']","['bowtie', 'flame']","['hsla(63, 53%, 57%, 1.0)', 'hsla(63, 90%, 35%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 320, 'min': 320, 'avg': 312.0, 'root': 17}","[1, 3]","[92, 90]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[290, 298]","[290, 302]","[302, 310]","[302, 312]","[312, 320]","[312, 320]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,1,0,0,1,3,0,0,4,2,3,4,B,,,,,BA,,,,,,,,,,A,,,BA,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 9.062565326690674, 'rtimeup': 9.062565326690674}",,,,,"{'rtype': 'a', 'rtimedn': 3.834, 'rtimeup': 4.575}",,,,,,,,,,"{'rtype': 'd', 'rtimedn': 4.087, 'rtimeup': 5.585}",,,"{'rtype': 'select-node', 'rtimedn': 10.062565326690674, 'rtimeup': 10.062565326690674}",,,,,,,,,
1742,,,15,5,1712182371,1712182371,ToM+SSSM-2143-1324,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['eca70738-b792-433c-b337-32196d839036', 'b2e6a71f-1a2c-497c-b599-a59f33168174']","['participant', 'robot']","['hexagon', 'dodecagon']","['hsla(53, 88%, 42%, 1.0)', 'hsla(200, 66%, 36%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,3,after,"[False, False]","{'max': 316, 'min': 316, 'avg': 308.0, 'root': 17}","[1, 3]","[78, 89]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[286, 294]","[286, 298]","[298, 306]","[298, 308]","[308, 316]","[308, 316]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,1,0,0,1,3,0,0,4,2,3,4,B,,,,,BA,,,,,,,,,,A,,,BB,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 5.062565326690674, 'rtimeup': 5.062565326690674}",,,,,"{'rtype': 'd', 'rtimedn': 2.851, 'rtimeup': 3.52}",,,,,,,,,,"{'rtype': 'a', 'rtimedn': 0.706, 'rtimeup': 1.422}",,,"{'rtype': 'select-node', 'rtimedn': 6.062565326690674, 'rtimeup': 6.062565326690674}",,,,,,,,,
1743,,,15,6,1712182377,1712182377,ToM+SSSM-2143-1324,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['750ca11b-edda-479c-b15e-eeb69e7e30f7', 'c038353c-5f7b-4d2e-b894-81a04f8a9b9a']","['participant', 'robot']","['stop-sign', 'two-triangle']","['hsla(126, 96%, 46%, 1.0)', 'hsla(32, 98%, 46%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,1,after,"[False, False]","{'max': 47, 'min': 47, 'avg': 39.0, 'root': 17}","[2, 1]","[72, 94]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[17, 25]","[17, 29]","[29, 37]","[29, 39]","[39, 47]","[39, 47]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,2,1,0,0,1,3,0,0,4,2,3,4,A,,,,,,,,,,,,,,,A,,,,,,,,,,,,,"{'rtype': 'select-node', 'rtimedn': 13.062565326690674, 'rtimeup': 13.062565326690674}",,,,,,,,,,,,,,,"{'rtype': 'd', 'rtimedn': 2.591, 'rtimeup': 3.937}",,,,,,,,,,,,
1744,,,16,0,1712182392,1712182392,ToM+MMMS-3241-3241,TREE-1.2-0.0-0.1-2.0-2.2-4.0-4.0,"['211f3998-3540-468e-8aa5-4ea253a93994', '51a921c9-dda0-451d-9947-1040ff9b8735']","['participant', 'robot']","['stop-sign', 'two-triangle']","['hsla(208, 68%, 47%, 1.0)', 'hsla(155, 79%, 57%, 1.0)']","[[1, 1], [1, 1]]","{0: '', 1: 'A', 2: 'B', 3: 'BA', 4: 'BB', 5: 'BBA', 6: 'BBB'}",,5,after,"[False, False]","{'max': 279, 'min': 279, 'avg': 273.75, 'root': 17}","[-6, 4]","[79, 93]",sequential,chance,sequential,chance,sequential,chance,chance,"[1.0, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.5, 1.0]","[0.375, 0.666667]","[0.625, 0.666667]","[0.5625, 0.333333]","[0.6875, 0.333333]","[0.65625, 0.0]","[0.71875, 0.0]",[[0]],[[1]],[[2]],[[3]],[[4]],[[5]],[[6]],"[0, 17]","[260, 268]","[260, 272]","[261, 269]","[261, 271]","[271, 279]","[271, 279]",{},{},{},{},{},{},{},"['A', 'B']",[],"['BA', 'BB']",[],"['BBA', 'BBB']",[],[],0,0,3,3,0,0,2,2,0,0,4,4,1,1,B,,,,,BB,,,BBA,,,,,,,B,,,BB,,,,,BBA,,,,,"{'rtype': 'select-node', 'rtimedn': 8.865476608276367, 'rtimeup': 8.865476608276367}",,,,,"{'rtype': 'a', 'rtimedn': 9.318, 'rtimeup': 9.776}",,,"{'rtype': 'select-node', 'rtimedn': 260.839, 'rtimeup': 260.839}",,,,,,,"{'rtype': 'd', 'rtimedn': 3.27, 'rtimeup': 4.414}",,,"{'rtype': 'select-node', 'rtimedn': 9.865476608276367, 'rtimeup': 9.865476608276367}",,,,,"{'rtype': 'a', 'rtimedn': 1.541, 'rtimeup': 2.145}",,,,
